,Geo,Date_Time,User,Tweet,Language,Location,UserAccountVerified,Tweet_Source,Retweet_Count,Tweet_FavCount
0,,2020-03-14 13:55:03,AntomAntom1,I think simple precautions like avoiding grabbing earth and creating slums everywhere will save us #covid19kenya… ,en,THIKA,False,Twitter Web App,0,0
1,,2020-03-14 13:54:56,Mohamed29610696,"The first cases of #coronaInkenya and #coronainethiopia are reported. we Somalis, what measures should we take to p… ",en,Somalia,False,Twitter for Android,0,0
2,,2020-03-14 13:54:55,sudybe,Akina #sudi Wana maneno...lolNdio Baba wata kuja Leta Majibu wako Aliza à Na #coronaInkenya...Be safe ,in,Great Lakes Region,False,Twitter for iPad,0,0
3,,2020-03-14 13:54:48,Toplessbasin, When you use all your money to buy hundreds of cartons of hand sanitizer and boxes of tissue to use for #coronaInkenya but…,en,GLOBAL,False,Twitter for Android,25,0
4,,2020-03-14 13:54:44,ayogo_do,      Are you taking it right now😂?Is it kinda vaccine to #coronaInkenya,en,Ask Ayogo,False,Twitter for Android,0,0
5,,2020-03-14 13:54:44,yow_breezy, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,254,False,Twitter for Android,328,0
6,,2020-03-14 13:54:39,BeingCharlie,Stay woke#covid19kenya #coronaInkenya #COVID19 ,en,"Nairobi, Kenya",False,Twitter for Android,0,0
7,,2020-03-14 13:54:31,Mugambifaz, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,,False,Twitter Web App,328,0
8,,2020-03-14 13:54:26,EdGakuo, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,Qedamawi Temple,False,Twitter Web App,254,0
9,,2020-03-14 13:54:10,KGLLife,"TOYOTA COROLLA COUPE MANUAL FOR SALE AT 4,3M  via  #SaturdayThoughts,… ",ro,Rwanda,False,Twitter for Android,0,0
10,,2020-03-14 13:54:00,cole_muhairwe, Welcoming corona to Uganda like 🤣🤣🤣#coronaInkenya #coronavirus ,en,256🇺🇬,False,Twitter for Android,4,0
11,,2020-03-14 13:53:41,stacy_muriuki,We need a website with all this information!! Constant updates to be done on the progression of the #coronaInkenya.… ,en,"Nairobi, Kenya",False,Twitter for iPhone,0,0
12,,2020-03-14 13:53:19,KillionRae,Only God can preserve a Nation at this rate. May we return to the LORD that HE may INTERVENE. #CoronaVirusUpdates… ,en,"Kisumu, Kenya. ",False,Twitter for Android,0,0
13,,2020-03-14 13:53:04,DenisLidaywa, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"NAIROBI,Westlands",False,Twitter Web App,328,0
14,,2020-03-14 13:52:51,Arthurjoshu1,"What has Owuor's brainwashed followers so far said concerning the #coronaInkenya ??  Hey his followers, is Corona… ",en,Nairobi,False,Twitter for Android,0,0
15,,2020-03-14 13:52:47,Mosesmbogos, It's a good move for Christians like me who stay in Bamburi( Kenyan Gomorrah) But I even doubt if t… ,en,central kenya,False,Twitter for Android,0,0
16,,2020-03-14 13:52:18,thecccarolyne, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,,False,Twitter Web App,328,0
17,,2020-03-14 13:51:59,VijanAA_KE,The weekend is here NO FOOTBALL.... We miss VAR #rongai #coronaInkenya #CoronaVirusUpdates,en,,False,Twitter for Android,0,0
18,,2020-03-14 13:51:58,Josephnjoroge55," DP  cancels public engagements in Kitale and West Pokot tomorrow, Saturday, March 14, 2020.He was scheduled t…",en,"Nairobi, Kenya",False,Twitter for Android,145,0
19,,2020-03-14 13:51:55,RaswilliEms69," DP  cancels public engagements in Kitale and West Pokot tomorrow, Saturday, March 14, 2020.He was scheduled t…",en,"Kiambu, Kenya",False,Twitter for Android,145,0
20,,2020-03-14 13:51:52,RuisJosef, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Nairobi, Kenya",False,Twitter for Android,176,0
21,,2020-03-14 13:51:42,iDedan_, Cyrus oguna anakula moto ya nini?Track down and arrest the person who started that story and show us patient 0 recovering…,en,kenya,False,Twitter for Android,4,0
22,,2020-03-14 13:51:36,Gichohike, Till now....Jamaica has not recorded any case about CORONA virus💪🙄🙄Are you thinking what am thinking???#coronaInkenya .…,en,,False,Twitter for Android,5,0
23,,2020-03-14 13:51:31,timbundis, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,nairobi,False,Twitter for iPhone,9,0
24,,2020-03-14 13:51:09,BantUmaCharia, This is an unfair attack 😥😥😥Kalenjins were just panicking like everyone else! 😂#Covid19Kenya #CoronaInKenya#CoronaVirusUpd…,en,kenya nairobi,False,Twitter for Android,17,0
25,,2020-03-14 13:50:56,Sirmax73443544, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,"Miami, FL",False,Twitter for Android,9,0
26,,2020-03-14 13:50:40,keeplungart, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"Ngong, Kenya",False,Twitter for Android,328,0
27,,2020-03-14 13:50:25,shaneltenNew, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,,False,Twitter Web App,176,0
28,,2020-03-14 13:50:01,wamuy_u,"Some songs were produces specifically for corona kinda times""If the world was ending, you'd come over, right? You… ",en,"New York, USA",False,Twitter for Android,0,6
29,,2020-03-14 13:49:52,silassiloo, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,,False,Twitter Web App,328,0
30,,2020-03-14 13:49:52,shayan_tarakzai,Dear World! How is the lock down?— Kashmir#CoronaVirusUpdates#COVIDー19#coronaUK#ukcoronavirus#coronavirus… ,en,,False,Twitter for Android,0,0
31,,2020-03-14 13:49:47,arslanfida,Beautiful ♥️♥️♥️ Subhan Allah nature is at its best.#Kashmir #lockdown #coronapocalypse #coronaUK #ukcoronavirus… ,en,"Dublin City, Ireland",False,Twitter for Android,0,0
32,,2020-03-14 13:49:33,cNyarige,   this is how #coronaInkenya spreads easily. 🤣🤣🤣,en,"Nairobi, Kenya",False,Twitter for Android,0,2
33,,2020-03-14 13:49:32,KanikiYolanda, We're very stupid if we still think some people are not deliberately spreading the virus.I mean what are these Europeans…,en,South Africa,False,Twitter for Android,1,0
34,,2020-03-14 13:49:21,Am_Justus,  It seems someone  in government  is hellbent in creating  #coronaInkenya scare so as to com… ,en,,False,Twitter for Android,0,0
35,,2020-03-14 13:49:13,BeingCharlie,Public health announcement#covid19kenya #coronaInkenya ,en,"Nairobi, Kenya",False,Twitter for Android,0,0
36,,2020-03-14 13:49:06,KumiRuto, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,,False,Twitter for Android,254,0
37,,2020-03-14 13:48:40,JUICEPORT001, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,Kenya,False,Twitter for Android,328,0
38,,2020-03-14 13:48:38,ItsTrevorKe, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,Nairobi🇰🇪,False,Twitter for Android,9,0
39,,2020-03-14 13:48:36,StanleyKIrungu, Uganda it is! After #coronaInkenya seems Uganda 🇺🇬 has a case but funny is guys trooped to see the chinese #coronavirus…,en,"Nairobi, Kenya",False,Twitter for Android,47,0
40,,2020-03-14 13:48:08,inezafrica,Let's follow the hygiene rules but don't panic #coronavirus #CODVID19 #coronaInkenya #coronaInRwanda ,en,kigali - Rwanda,False,Twitter for Android,0,0
41,,2020-03-14 13:48:04,Mosesmbogos, He is not aware that the virus can't survive the current temperatures at the coast Lol!#coronaInkenya,en,central kenya,False,Twitter for Android,0,1
42,,2020-03-14 13:48:03,MizzayTee, Good Morning.. #coronaInkenya #CoronaVirusUpdates ,en,YEG,False,Twitter for iPhone,618,0
43,,2020-03-14 13:47:55,poet_petit, #covid19kenya #Covid_19 #coronaInkenya #coronavirus #CoronaOutbreak repent ,en,,False,Twitter for Android,91,0
44,,2020-03-14 13:47:51,iamslimk254, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,Kenya,False,Twitter Web App,176,0
45,,2020-03-14 13:47:30,citizenkenya80," something startling me, actually before Kenya declared her state of the corona virus, many African coun… ",en,"Nairobi, Kenya",False,Twitter Web App,0,0
46,,2020-03-14 13:47:27,k_singoei12, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,south C Nairobi,False,Twitter Web App,176,0
47,,2020-03-14 13:47:27,smitthbourque,How smart this girl.🤣🤣#coronapocalypse #CoronaVirusUpdates #coronaUK #CoronaOutbreak #Covid_19PH #coronaInkenya… ,en,,False,Twitter for iPhone,0,0
48,,2020-03-14 13:47:15,TsumaChiti,How can this be possible with this deadly corona 😎#coronaInkenya ,en,Samburu coast kenya,False,Twitter for Android,0,1
49,,2020-03-14 13:47:10,TsomnyaziWa," DP  cancels public engagements in Kitale and West Pokot tomorrow, Saturday, March 14, 2020.He was scheduled t…",en,Kenya ,False,Twitter for Android,145,0
50,,2020-03-14 13:47:07,KawumaCalvin,Les just watch n learn how these big states have handled the matter n try to move in their footsteps #coronaInkenya+#CoronaInuganda,en,"Kampala, Uganda",False,Twitter for Android,0,0
51,,2020-03-14 13:46:44,Am_Justus,       It seems someone  in gover… ,en,,False,Twitter for Android,0,0
52,,2020-03-14 13:46:43,Official_Abdow, This is an unfair attack 😥😥😥Kalenjins were just panicking like everyone else! 😂#Covid19Kenya #CoronaInKenya#CoronaVirusUpd…,en,"Edmonton, Alberta. ",False,Twitter for Android,17,0
53,,2020-03-14 13:46:29,kisumba, This is an unfair attack 😥😥😥Kalenjins were just panicking like everyone else! 😂#Covid19Kenya #CoronaInKenya#CoronaVirusUpd…,en,NBO/VT,False,Twitter for Android,17,0
54,,2020-03-14 13:46:17,SidneyOdumbe," He is here again with “Chronicle” virus, 😂😂#coronavirusinKenya #rongai #covid19kenya #coronaInkenya ",en,"Rift Valley, Kenya",False,Twitter Web App,3,0
55,,2020-03-14 13:46:15,NjAmBa_nene,#covid19kenya #coronaInkenya #CoronaVirusUpdates can we emulate?🤔 ,en,somewhere awesome ,False,Twitter Web App,0,0
56,,2020-03-14 13:45:59,GrayMarwa, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,Kenya,False,Twitter for iPhone,9,0
57,,2020-03-14 13:45:56,androzipa," Hey, someone wants to disinfect his residential for the tenants ; just a precaution for #coronaInkenya  Incase you know who…",en,Kenya,False,Twitter for Android,1,0
58,,2020-03-14 13:45:51,GrayMarwa,"ON this, I agree. A spot check of joints in the city (On Ngong Road)- they were fully packed and life was so normal… ",en,Kenya,False,Twitter for iPhone,0,0
59,,2020-03-14 13:45:48,MakandiCarol,"But has Mutahi Kagwe seen what's happening in the US, Italy, S.Korea, China etc😏😏😏!! And this government expects us… ",en,Nairobi ,False,Twitter for Android,0,0
60,,2020-03-14 13:45:39,Shadrac_k, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,Nairobi,False,Twitter for Android,328,0
61,,2020-03-14 13:45:28,Akoragye_D, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,"Kampala, Uganda",False,Twitter for Android,254,0
62,,2020-03-14 13:45:10,MrMuinde," Drug Dealer : Use the billions allocated to Mombasa County to provide SANITIZERS at all restaurants, school…",en,"Nairobi, Kenya ",False,Twitter Web App,16,0
63,,2020-03-14 13:45:00,gatundumacharia, And the way we love huging one another 🤣wueh. Anyway Avoid Handshake 🤝watch this#coronaInkenya #covid19kenya …,en,Nairobi,False,Twitter for Android,57,0
64,,2020-03-14 13:44:44,wanjikukivuti," Coz you believe in God, who never fails.. The God of Israel,  National day of prayer  please.🙏… ",en,,False,Twitter for Android,0,0
65,,2020-03-14 13:44:41,Am_Justus, It seems someone  in government  is hellbent in creating  #coronaInkenya scare so as to compel the… ,en,,False,Twitter for Android,0,0
66,,2020-03-14 13:44:31,MZeshanYousaf,😂😂😂😂#CoronaVirusUpdates #CoronaVirusPakistan #coronavirus #coronaInkenya  #coronaUK ,und,پاکستان,False,Twitter for Android,0,3
67,,2020-03-14 13:44:25,paul_okonji,"MANY CHURCHES across the country suspend hugs, handshakes, advise congregants to live stream services as precaution… ",en,"Nairobi, KENYA.",False,Twitter for Android,0,0
68,,2020-03-14 13:44:15,Teamkenyanews,. has confirmed suspending the next two rounds of matches due to the #coronaInkenya.… ,en,,False,Twitter for Android,1,1
69,,2020-03-14 13:44:01,muhamumi," Drug Dealer : Use the billions allocated to Mombasa County to provide SANITIZERS at all restaurants, school…",en,"Doha, Qatar",False,Twitter for iPhone,16,0
70,,2020-03-14 13:43:49,Vevenock, Corona is serious!😂😂😂😂#covid19kenya #CoronaVirusUpdates link up new videO#rongai #KOTLoyals…,en,AFRICA,False,Twitter Web App,1,0
71,,2020-03-14 13:43:49,Vevenock, 1920 Kenya became a Colony of the United Kingdom2020 Kenya Becomes coronized again. By China. #covid19kenya Rongai#coro…,en,AFRICA,False,Twitter Web App,1,0
72,,2020-03-14 13:43:32,or__kelvin, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"Nairobi, Kenya",False,Twitter for Android,328,0
73,,2020-03-14 13:43:32,MwangiJmacs, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,"Nakuru, KE",False,Twitter for Android,9,0
74,,2020-03-14 13:43:09,jowdaniel, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,"Nairobi, Kenya",False,Twitter for iPhone,254,0
75,,2020-03-14 13:43:01,Mage_Charles,Its either he is so ignorant or he had no idea of what he was saying #BabuLies#coronaInkenya ,en,Kenya,False,Twitter for Android,0,0
76,,2020-03-14 13:43:00,PrinceJorum, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,zimmerman estate,False,Twitter for Android,328,0
77,,2020-03-14 13:42:59,KawumaCalvin,I just wonder y we'all keepin #COVID19 in our 👄 let just try to find solutions for the virus coz after Kenya its pa… ,en,"Kampala, Uganda",False,Twitter for Android,0,0
78,,2020-03-14 13:42:34,jmunuthi2, This is an unfair attack 😥😥😥Kalenjins were just panicking like everyone else! 😂#Covid19Kenya #CoronaInKenya#CoronaVirusUpd…,en,,False,Twitter for Android,17,0
79,,2020-03-14 13:42:31,KevoMkale1, This is an unfair attack 😥😥😥Kalenjins were just panicking like everyone else! 😂#Covid19Kenya #CoronaInKenya#CoronaVirusUpd…,en,We Uko Wapi,False,Twitter for Android,17,0
80,,2020-03-14 13:42:17,Wishfmradio,"I wish to Sleep on a Mattress Before I die -Old woman.-Yaya Kwanjit, from the North East Region of Ghana, has said… ",en,Kenya,False,Twitter Web App,0,0
81,,2020-03-14 13:42:11,Tyrus32940190, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,Mombasa,False,Twitter for Android,328,0
82,,2020-03-14 13:42:11,aweisjubb,"Vivo Y90  12,000/- only!!!!- Android 8.1-Mediatek MT6761 Helio A22 (12 nm)-32GB/2GB RAM- Camera 5 MP, f/1.8C… ",en,,False,Twitter Web App,0,0
83,,2020-03-14 13:42:04,Richyngash, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"Nairobi,Kenya",False,Twitter for iPhone,328,0
84,,2020-03-14 13:41:57,Xjpcaonima666, Good Morning.. #coronaInkenya #CoronaVirusUpdates ,en,Xizang,False,Twitter Web App,618,0
85,,2020-03-14 13:41:55,waithash,We all can reduce the spread of #Coronavirus by using digital payments instead of cash.RT to spread the word🤗… ,en,"Nairobi, Kenya",False,Twitter Web App,1,0
86,,2020-03-14 13:41:50,JavieJairojr, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"Eldoret, Kenya",False,Twitter Web App,328,0
87,,2020-03-14 13:41:47,iam_bett, 😭😭😭😭😭😭 “ametoboa Na meno mask kumi Na mbili “ #CoronaInKenya,tl,"Nairobi, Kenya",False,Twitter for Android,1,0
88,,2020-03-14 13:41:44,Crissed5, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,,False,Twitter for Android,9,0
89,,2020-03-14 13:41:16,AntonyKipsang1,It's only the blood of Jesus that we need #coronaInkenya  #covid19kenya #rongai #RepentNowNations ,en,"Kilifi, Kenya",False,Twitter for Android,0,1
90,,2020-03-14 13:41:13,josephajabo, This week's editorial cartoon by  #coronaInkenya #CoronaVirusUpdate ,en,"Kampala, Uganda",False,Twitter for Android,8,0
91,,2020-03-14 13:41:10,richardsimiyu, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,Nairobi,False,Twitter for iPhone,9,0
92,,2020-03-14 13:41:07,KOECHK, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,Nairobi,False,Twitter for Android,9,0
93,,2020-03-14 13:41:05,hhammua1, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,"Nakuru, Kenya",False,Twitter for Android,9,0
94,,2020-03-14 13:40:35,chiefWhip_KE1,Do you believe GoK that there's Covid-19 in Kenya? #covid19kenya #coronaInkenya #rongai,en,"Kasarani, Kenya",False,Twitter for Android,0,1
95,,2020-03-14 13:39:52,Motheo2009, Just imagine if EFF and Julius Malema were the governing party. The 24 patients would be working in… ,en,"Sandton, South Africa",False,Twitter for Android,0,2
96,,2020-03-14 13:39:41,eddykyp, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,Kerio Valley ™,False,Twitter Web App,9,0
97,,2020-03-14 13:39:39,KarwithaEvyone, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Meru, Kenya",False,Twitter for Android,176,0
98,,2020-03-14 13:39:39,shiku_blue, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,"Limuru, Kenya",False,Twitter for Android,9,0
99,,2020-03-14 13:39:37,itss_rael, Raymond Reddington already knows who created the Corona virus but he can only talk to Elizabeth Keen. Lizzy where are yo…,en,chill zone,False,Twitter for iPhone,496,0
100,,2020-03-14 13:39:36,Imran_Otieno,. has confirmed suspending the next two rounds of matches due to the #coronaInkenya.… ,en,"Nairobi, Kenya",False,Twitter for Android,0,0
101,,2020-03-14 13:39:30,abdularess,All Kenyans should observe the following preventive measures;  #coronaInkenya #CoronaVirusUpdate,en,"Nairobi, Kenya/Somalia ",False,Twitter for Android,0,0
102,,2020-03-14 13:39:20,gracielevi, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,Nairobi,False,Twitter for Android,9,0
103,,2020-03-14 13:39:16,ley_weber,It was nice knowing you all RIP... in advance fox.. ✌️😂😂😂😂#coronaInkenya,en,"Nakuru, Kenya",False,Twitter for Android,0,0
104,,2020-03-14 13:39:12,Thanks2india,Plz  watch this video 😳😳About corona virus#CoronaVirusUpdates… ,en,,False,Twitter for Android,0,0
105,,2020-03-14 13:39:00,ed_ogutu, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en, NAIROBI KENYA,False,Twitter Web App,9,0
106,,2020-03-14 13:38:57,KogaloKenya,This is the reggea machine at the BBI rllies now cancelled #coronaInkenya #RogaRoga #covid19kenya ,en,"Nairobi, Kenya",False,Buffer,0,0
107,,2020-03-14 13:38:50,mwanzia_willy, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,,False,Twitter for Android,328,0
108,,2020-03-14 13:38:40,robbertmaina," If I shut up heaven so no rain falls, or if I command locusts to devour the land, or if I send pestilence among My people,…",en,our citizenship is in Heaven,False,Twitter for Android,4,0
109,,2020-03-14 13:38:40,kiptooh1, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en, KENYA,False,Twitter for Android,176,0
110,,2020-03-14 13:38:17,boujeeh, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,"Nairobi, Kenya",False,Twitter for Android,254,0
111,,2020-03-14 13:38:15,perezmunyao, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,"Nairobi, Kenya",False,Twitter for iPhone,9,0
112,,2020-03-14 13:38:07,Asamoh_, NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #Co…,en,Kenya,False,Twitter for iPhone,9,0
113,,2020-03-14 13:38:03,TOsWHRDs,"  As you do this, #FreeJuliusKamau He's an innocent hawkerHe refused to bribe your officer from Kamukunji Pol…",en,,False,Twitter for Android,6,0
114,,2020-03-14 13:37:54,Mosesmbogos, So you want them to say that the victims will die? There is a record of recoveries for #COVID19#coronaInkenya,en,central kenya,False,Twitter for Android,0,1
115,,2020-03-14 13:37:34,johnteh25, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,,False,Twitter for Android,176,0
116,,2020-03-14 13:37:31,silasjakakimba,NAIROBI COUNTY GOVERNMENT SHOULD ORDER ALL NIGHT CLUBS CLOSED FOR THE NEXT 45 DAYS.#coronaInkenya #covid19kenya #CoronaVirusUpdates,en,|| R2P ||,True,Twitter for Android,9,28
117,,2020-03-14 13:37:05,Kelvotugis, The World so overrated. It can collapse anytime #coronaInkenya #coronavirusinKenya #covid19kenya #coronavirus,en,,False,Twitter Web App,1,0
118,,2020-03-14 13:37:03,Scarlett_DS_, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"San Francisco, CA",False,Twitter for Android,176,0
119,,2020-03-14 13:37:03,TeeMirror,Many people want trump to Resign but why???Some are guessing he is positive of the #Coronavirus but it’s not made… ,en,"Newark, NJ",False,Twitter for iPhone,0,1
120,,2020-03-14 13:36:53,mikembaru,The World so overrated. It can collapse anytime #coronaInkenya #coronavirusinKenya #covid19kenya #coronavirus,en,Kenya,False,Twitter for iPhone,1,1
121,,2020-03-14 13:36:49,lunacazador08, Good Morning.. #coronaInkenya #CoronaVirusUpdates ,en,,False,Twitter Web App,618,0
122,,2020-03-14 13:36:47,OdongoAlfie, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,Nairobi Kenya,False,Twitter for iPhone,176,0
123,,2020-03-14 13:36:29,TheeMclane,CORONAVIRUS FEARS: Mombasa Governor Hassan Joho and County Commissioner Gilbert Kitiyo order all nightclubs closed… ,en,"Nairobi, Kenya",False,Twitter for Android,0,0
124,,2020-03-14 13:36:27,Mrhook18686706,Imagine weather imekuwa mzito hata inascare pipo resto ya korona nayo iko #coronaInkenya,tl,lake pacho ,False,Twitter for Android,0,0
125,,2020-03-14 13:36:13,bossy_diana, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,"Nairobi, Kenya",False,Twitter for Android,328,0
126,,2020-03-14 13:36:11,ewngige," Drug Dealer : Use the billions allocated to Mombasa County to provide SANITIZERS at all restaurants, school…",en,"Nairobi, Kenya",False,Twitter for Android,16,0
127,,2020-03-14 13:36:06,allafrica,Kenya Confirms First Coronavirus Case  :  #Kenya #coronavirusinKenya #COVID19… ,en,Africa,True,allAfrica.com,0,2
128,,2020-03-14 13:35:59,KGLLife,Unfurnished house for rent in kiyovu near park inn hotel at 600$  via … ,en,Rwanda,False,Twitter for Android,0,0
129,,2020-03-14 13:35:48,NyakwarOsuo, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Olepolos, Kenya",False,Twitter for Android,176,0
130,,2020-03-14 13:35:25,LuisBeeb,If the Nigerian government was offered some huge amount of money just to allow suspected corona victims to enter th… ,en,Nigeria,False,Twitter for Android,0,0
131,,2020-03-14 13:35:22,thechemweno, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Nairobi, Kenya",False,Twitter for Android,176,0
132,,2020-03-14 13:35:17,CapitalFMKenya, TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale. #c…,en,"Nairobi, Kenya",True,Twitter for iPhone,9,0
133,,2020-03-14 13:35:03,BreakingNewsKE,TUSKYS resctricts purchase of sanitizers to 3 per customer after people bought them in large quantities for re-sale… ,en,"Nairobi, Kenya.",False,Twitter for iPhone,9,17
134,,2020-03-14 13:34:52,robbertmaina," ...and turn from their wicked ways, then will I hear from heaven, forgive their sin, and heal their land.Let Humber repe…",en,our citizenship is in Heaven,False,Twitter for Android,3,0
135,,2020-03-14 13:34:42,TheCountyKenya,A Woman who drives hearse tells her story#TheCountyKenyaNews #Kenya #Nairobi #BBI #Rongai… ,en,"Nairobi, Kenya",False,Twitter for Android,0,0
136,,2020-03-14 13:34:39,DRIS254, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Nairobi, Kenya",False,Twitter for Android,176,0
137,,2020-03-14 13:34:27,ItsAlikim," #RepentNowNations#covid19kenya #coronaInkenya #rongai I think the outbreak of Corona disease is now bringing, some fai…",en,Africa 🌍 ,False,Twitter for Android,1,0
138,,2020-03-14 13:34:21,wisemankimeu, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,,False,Twitter Web App,328,0
139,,2020-03-14 13:33:56,moses_thelad,#coronaInkenya This Talent needs to be Protected at all Cost..😂😂😂 ,en,,False,Twitter for Android,0,0
140,,2020-03-14 13:33:55,MusaFidelMusa, Wakale 😂😂😂 #covid19kenya #coronaInkenya #rongai ,in,Kenya,False,Twitter for Android,328,0
141,,2020-03-14 13:33:48,lad_of_realisMM," Drug Dealer : Use the billions allocated to Mombasa County to provide SANITIZERS at all restaurants, school…",en,In Thy Presence.,False,Twitter for Android,16,0
142,,2020-03-14 13:33:41,Mathias5068,"#RepentNowNations#covid19kenya #coronaInkenya #rongai I think the outbreak of Corona disease is now bringing, s… ",en,"Kilifi, Kenya",False,Twitter for Android,1,1
143,,2020-03-14 13:33:35,thechemweno, Kigali Rwanda bus park /station... Just before boarding a bus. Y'all can say shit about Paul Kagame but that dude is ove…,en,"Nairobi, Kenya",False,Twitter for Android,254,0
144,,2020-03-14 13:33:14,samtuwaukweli," Drug Dealer : Use the billions allocated to Mombasa County to provide SANITIZERS at all restaurants, school…",en,Nairobi County,False,Twitter Web App,16,0
145,,2020-03-14 13:33:10,twambari, Wakalee tulkosea nini 🤣🤣🤣If you haven't watched this be sure to watch till the end. #covid19kenya #CoronaVirusUpdates…,en,"Nairobi,Kenya",False,Twitter for Android,176,0
